index,input,name,qty,range_end,unit,comment
157231,1 (14-ounce) can whole berry cranberry sauce,(14-ounce) whole berry cranberry sauce,1.0,0.0,can,
157232,1 to 3 tablespoons water,water,1.0,0.0,tablespoon,
157233,1 cup cottage cheese (not lowfat),cottage cheese,1.0,0.0,cup,(not lowfat)
157234,2 cups milk (not skim),milk,2.0,0.0,cup,(not skim)
157235,1 teaspoon dry mustard,dry mustard,1.0,0.0,teaspoon,
157236,Pinch cayenne,cayenne,1.0,0.0,pinch,
157237,Pinch freshly grated nutmeg,freshly grated nutmeg,1.0,0.0,pinch,
157238,1/2 teaspoon salt,salt,0.5,0.0,teaspoon,
157239,1/4 teaspoon freshly ground black pepper,black pepper,0.25,0.0,teaspoon,freshly ground
157240,"1 pound sharp or extra-sharp cheddar cheese, grated",cheddar cheese,1.0,0.0,pound,"sharp or extra-sharp, grated"
157241,"1/2 pound elbow pasta, uncooked",elbow pasta,0.5,0.0,pound,uncooked
157242,"Pizza dough (store-bought is fine, or make your own)","Pizza dough (store-bought is fine, or make your own)",1.0,0.0,,
157243,2 cups sliced almonds,sliced almonds,2.0,0.0,cup,
157244,1/3 cup freshly squeezed lemon juice (from 2 to 4 lemons),lemon juice,0.33,0.0,cup,freshly squeezed (from 2 to 4 lemons)
157245,Kosher salt,Kosher salt,0.0,0.0,,
157246,1 1/2 cups extra-virgin olive oil,extra-virgin olive oil,1.5,0.0,cup,
157247,"4 cloves garlic, crushed with the flat side of a knife, peeled and left whole",garlic,4.0,0.0,clove,"crushed with the flat side of a knife, peeled and left whole"
157248,"10 to 12 ounces washed and dried kale leaves, thick stems removed (if using prewashed trimmed kale, buy 4 clamshell containers)",kale leaves,10.0,0.0,ounce,"washed and dried, thick stems removed (if using prewashed trimmed kale, buy 4 clamshell containers)"
157249,1 1/2 cups freshly grated Parmesan (optional),freshly grated Parmesan,1.5,0.0,cup,(optional)
157250,1 tablespoon extra virgin olive oil,extra virgin olive oil,1.0,0.0,tablespoon,
157251,"1 medium onion, chopped",onion,1.0,0.0,,
157252,"1 leek, white and light green part only, halved lengthwise, cleaned and sliced or chopped\n",leek,1.0,0.0,,
157253,Salt to taste,Salt,0.0,0.0,,
157254,"1 pound carrots, peeled and diced",carrots,1.0,0.0,pound,
157255,"1 pound parsnips, peeled, quartered, cored and diced",parsnips,1.0,0.0,pound,
157256,"1/2 pound Yukon gold potatoes, peeled and diced",Yukon gold potatoes,0.5,0.0,pound,
157257,"2 quarts water, chicken stock, or vegetable stock",water,2.0,0.0,quart,
157258,"A bouquet garni made with a bay leaf and a couple of sprigs each tarragon, thyme and parsley\n",bay leaf,1.0,0.0,,
157259,Freshly ground pepper to taste,ground pepper,0.0,0.0,,
157260,Plain yogurt for garnish,yogurt,0.0,0.0,,
157261,2 tablespoons finely chopped tarragon,tarragon,2.0,0.0,tablespoon,
157262,"1 ounce dried porcini mushrooms (about 1 cup, approximately)",dried porcini mushrooms,1.0,0.0,ounce,
157263,2 cups boiling water,water,2.0,0.0,cup,
157264,"1/4 pound fresh white mushrooms, cleaned\n",white mushrooms,0.25,0.0,pound,
157265,1 quart chicken or vegetable stock\n,chicken stock,1.0,0.0,quart,
157266,"2 large garlic cloves, sliced thin",garlic,2.0,0.0,clove,
157267,1 tablespoon soy sauce,soy sauce,1.0,0.0,tablespoon,
157268,Salt and freshly ground pepper,Salt and ground black pepper,0.0,0.0,,
157269,A few drops fresh lemon juice,lemon juice,0.0,0.0,drop,
157270,1 tablespoon chopped fresh chives,chives,1.0,0.0,tablespoon,
157271,1/2 ounce dried porcinis,dried porcinis,0.5,0.0,ounce,
157272,1 tablespoon extra virgin olive oil,extra virgin olive oil,1.0,0.0,tablespoon,
157273,"1 medium onion, chopped",onion,1.0,0.0,,
157274,"1 leek, white and light green part only, cut in half lengthwise, cleaned thoroughly and sliced or chopped",leek,1.0,0.0,layer,
157275,Salt to taste,Salt,0.0,0.0,,
157276,"2 garlic cloves, minced (to taste, optional)",garlic,2.0,0.0,clove,
157277,1 1/2 pounds mushrooms (white or cremini) sliced or coarsely chopped,mushrooms,1.5,0.0,pound,
157278,1/3 cup medium grain rice,rice,0.33,0.0,cup,
157279,A bouquet garni made with a bay leaf and a couple of sprigs each thyme and parsley and an optional Parmesan rind,bay leaf,0.0,0.0,,
157280,Freshly ground pepper to taste,ground pepper,0.0,0.0,,
157281,1 tablespoon soy sauce (more to taste),soy sauce,1.0,0.0,tablespoon,
157282,"1 to 2 tablespoons dry sherry, to taste (optional)",dry sherry,1.0,0.0,tablespoon,
157283,1/2 cup milk or additional stock,milk,0.5,0.0,cup,
157284,Chopped fresh parsley or torn leaves for garnish,parsley,0.0,0.0,,
157285,1 tablespoon extra virgin olive oil,extra virgin olive oil,1.0,0.0,tablespoon,
157286,"1 medium onion, chopped",onion,1.0,0.0,,
157287,"2 leeks, white and light green part only, halved lengthwise, cleaned and sliced or chopped",leeks,2.0,0.0,,
157288,Salt to taste,Salt,0.0,0.0,,
157289,"2 pounds celeriac, peeled and diced (retain tops for bouquet garni and garnish)",celeriac,2.0,0.0,pound,
157290,"1 large russet potato (about 3/4 pound), peeled and diced",russet potato,1.0,0.0,,
157291,"2 granny smith or braeburn apples, cored, peeled and diced",granny smith apples,2.0,0.0,,
157292,"2 quarts water, chicken stock, or vegetable stock",water,2.0,0.0,quart,
157293,"A bouquet garni made with a bay leaf and a couple of sprigs each thyme and parsley, and a stem or two of the celery from the celery root, if still attached",bay leaf,0.0,0.0,,
157294,Freshly ground pepper to taste,ground pepper,0.0,0.0,,
157295,Slivered celery leaves for garnish,celery leaves,0.0,0.0,,
157296,1 tablespoon extra virgin olive oil,extra virgin olive oil,1.0,0.0,tablespoon,
157297,"1 medium onion, chopped",onion,1.0,0.0,,
157298,"2 large leeks, white and light green part only, halved lengthwise, cleaned and sliced or chopped",leeks,2.0,0.0,,
157299,Salt to taste,Salt,0.0,0.0,,
157300,"2 garlic cloves, minced",garlic,2.0,0.0,clove,
157301,"2 pounds turnips, peeled and diced",turnips,2.0,0.0,pound,
157302,"1 large russet potato (about 3/4 pound), peeled and diced",russet potato,1.0,0.0,,
157303,"2 quarts water, chicken stock, or vegetable stock",water,2.0,0.0,quart,
157304,A bouquet garni made with a bay leaf and a couple of sprigs each thyme and parsley,bay leaf,0.0,0.0,,
157305,Freshly ground pepper to taste,ground pepper,0.0,0.0,,
157306,Chopped fresh tarragon and/or chives for garnish,tarragon,0.0,0.0,,
157307,1 1/2 tablespoons olive oil,olive oil,1.5,0.0,tablespoon,
157308,"1/2  onion, sliced",onion,0.5,0.0,,sliced
157309,"3 cloves garlic, smashed",garlic,3.0,0.0,clove,smashed
157310,3 to 4 bay leaves,bay leaves,3.0,0.0,,to 4
157311,1 1/2 cups dry white wine,dry white wine,1.5,0.0,cup,
157312,"30 large (15 to 20 pounds) quahog clams, scrubbed",quahog clams,30.0,0.0,,"(15 to 20 pounds), scrubbed"
157313,2 cups heavy cream,heavy cream,2.0,0.0,cup,
157314,2 cups whole milk,whole milk,2.0,0.0,cup,
157315,1 cup diced Yukon Gold or russet potato,Yukon Gold potato,1.0,0.0,cup,"diced, or russet potato"
157316,"1/4 cup olive oil, plus additional as needed for finishing",olive oil,0.25,0.0,cup,plus additional as needed for finishing
157317,"2 slices smoked bacon, cut into 1/4-inch strips",smoked bacon,2.0,0.0,slice,cut into 1/4-inch strips
157318,"1 large carrot, cut into 3/4-inch pieces",carrot,1.0,0.0,,"large, cut into 3/4-inch pieces"
157319,"2 medium celery stalks, cut into 1/4-inch pieces",celery,2.0,0.0,stalk,"medium, cut into 1/4-inch pieces"
157320,"1 large Spanish onion, cut into 3/4-inch pieces",onion,1.0,0.0,,"large Spanish onion, cut into 3/4-inch pieces"
157321,1/2 cup dry white wine,dry white wine,0.5,0.0,,
157322,"2 dried pequin chilies, crumbled, or a pinch or red pepper flakes",pequin chilies,2.0,0.0,,"crumbled, or a pinch or red pepper flakes"
157323,"1 cup fresh or frozen corn kernels, defrosted",corn kernels,1.0,0.0,cup,"fresh or frozen, defrosted"
157324,1/4 cup roughly chopped celery leaves,celery leaves,0.25,0.0,cup,roughly chopped
157325,1/4 cup roughly chopped flat-leaf parsley,flat-leaf parsley,0.25,0.0,cup,roughly chopped
157326,Maldon salt or other flaky sea salt,Maldon salt,0.0,0.0,,or other flaky sea salt
157327,1/2 lemon,lemon,0.5,0.0,,
157328,"Bacon toffee, for serving (optional)",Bacon toffee,0.0,0.0,,
157329,2/3 cup dry white wine,dry white wine,0.67,0.0,cup,
157330,1/2 cup heavy cream,heavy cream,0.5,0.0,cup,
157331,Salt and ground white pepper,Salt and ground white pepper,0.0,0.0,,
157332,"1 pumpkin, 8 to 10 inches in diameter",pumpkin,1.0,0.0,,8 to 10 inches in diameter
157333,8 tablespoons (1 stick) unsalted butter,unsalted butter,8.0,0.0,tablespoon,(1 stick)
157334,"1 medium onion, sliced",onion,1.0,0.0,,"medium, sliced"
157335,"2 small white turnips, peeled and sliced",turnips,2.0,0.0,,"small white, peeled and sliced"
157336,"1 large carrot, peeled and sliced",carrot,1.0,0.0,,"large, peeled and sliced"
157337,"1 large potato, peeled and sliced",potato,1.0,0.0,,"large, peeled and sliced"
157338,"5 cups chicken stock (or water), or as needed",chicken stock,5.0,0.0,cup,"(or water), or as needed"
157339,"1 10-inch French-style baguette or 2 small rolls, crusts removed, thinly sliced",French-style baguette,1.0,0.0,,"10-inch, or 2 small rolls, crusts removed, thinly sliced"
157340,12 large cabbage leaves (about 2 pounds)\n, large cabbage leaves (about 2 pounds),12.0,0.0,,
157341,1/4 cup olive oil\n,olive oil,0.25,0.0,cup,
157342,"1 large red or white onion, finely chopped\n","large red or white onion, finely chopped",1.0,0.0,,
157343,Salt to taste\n,Salt to taste,0.0,0.0,,
157344,"1 1/4 cups long-grain or basmati rice, rinsed and drained\n","long-grain or basmati rice, rinsed and drained",1.0,0.0,cup,
157345,3 tablespoons pine nuts\n,pine nuts,3.0,0.0,tablespoon,
157346,"2 to 3 garlic cloves (to taste), minced\n","garlic cloves (to taste), minced",2.0,0.0,,
157347, 1/3 cup chopped fresh dill\n,chopped fresh dill,0.33,0.0,cup,
157348,1/3 cup finely chopped mint\n,finely chopped mint,0.33,0.0,cup,
157349,1/2 cup finely chopped flat-leaf parsley\n,finely chopped flat-leaf parsley,0.5,0.0,cup,
157350,Freshly ground pepper to taste\n,Freshly ground pepper to taste,0.0,0.0,,
157351,1/3 to 1/2 cup strained freshly squeezed lemon juice\n,strained freshly squeezed lemon juice,1.0,0.0,cup,
157352,2 tablespoons tomato paste\n\n,tomato paste,2.0,0.0,tablespoon,
157353,"1 lemon, sliced ","lemon, sliced ",1.0,0.0,,
157354,3 tablespoons dried cranberries,dried cranberries,3.0,0.0,tablespoon,
157355,3 ounces unsalted butter (6 tablespoons),unsalted butter,3.0,0.0,ounce,(6 tablespoons)
157356,1 teaspoon salt,salt,1.0,0.0,teaspoon,
157357,1 cup sifted flour,sifted flour,1.0,0.0,cup,
157358,5 large eggs,eggs,5.0,0.0,,large
157359,1 cup grated sharp Cheddar,sharp Cheddar,1.0,0.0,cup,grated
157360,1 5- to 8-pound point-cut corned beef (either red or gray),corned beef,5.0,0.0,pound,
157361,1 cup spicy brown mustard,mustard,1.0,0.0,cup,
157362,1/2 cup Asian fish sauce,Asian fish sauce,0.5,0.0,cup,
157363,1/2 cup salt,salt,0.5,0.0,cup,
157364,1/2 cup ground black pepper,black pepper,0.5,0.0,cup,
157365,1/2 cup brown sugar,brown sugar,0.5,0.0,cup,
157366,"Pickled mustard condiment, for serving <a href=""http://cooking.nytimes.com/recipes/1015718-pickled-mustard-condiment"">(see recipe) </a>",Pickled mustard,0.0,0.0,,
157367,3/4 cup whole yellow or brown mustard seeds,mustard seeds,0.75,0.0,cup,
157368,1 cup white vinegar,white vinegar,1.0,0.0,cup,
157369,1/3 cup sugar,sugar,0.33,0.0,cup,
157370,2 Tianjin dried chiles or a pinch of red pepper flakes,dried chiles,2.0,0.0,,
157371,1/2 teaspoon salt, salt,0.5,0.0,teaspoon,
157372,2/3 cup spicy brown mustard,spicy brown mustard,0.67,0.0,cup,
157373,"1/4 cup chopped pickled tomatoes or other pickled vegetables (cauliflower, watermelon, cucumber, peppers)",pickled vegetables,0.25,0.0,cup,
157374,3 tablespoons dried cranberries,dried cranberries,3.0,0.0,tablespoon,
157375,3 ounces unsalted butter (6 tablespoons),unsalted butter,3.0,0.0,ounce,
157376,1 teaspoon salt,salt,1.0,0.0,teaspoon,
157377,1 cup sifted flour,flour,1.0,0.0,cup,
157378,5 large eggs,eggs,5.0,0.0,,
157379,1 cup grated sharp Cheddar,Cheddar,1.0,0.0,cup,
157380,4 scallions,scallions,4.0,0.0,,
157381,"8 ounces (2 sticks) unsalted butter, more for greasing pan",unsalted butter,8.0,0.0,ounce,"(2 sticks), more for greasing pan"
157382,1 1/3 cups plus 1 tablespoon sugar,sugar,1.33,0.0,cup,plus 1 tablespoon
157383,1/8 teaspoon salt,salt,0.12,0.0,teaspoon,
157384,2 large eggs,eggs,2.0,0.0,,large
157385,2 cups all-purpose flour,all-purpose flour,2.0,0.0,cup,
157386,2 teaspoons baking powder,baking powder,2.0,0.0,teaspoon,
157387,"4 Gala or other flavorful apples, peeled, cored and each cut into 8 slices",Gala apples,4.0,0.0,,"or other flavorful apples, peeled, cored and each cut into 8 slices"
157388,1/2 teaspoon Calvados or apple brandy,Calvados,0.5,0.0,teaspoon,or apple brandy
157389,1 teaspoon freshly grated ginger,freshly grated ginger,1.0,0.0,teaspoon,
157390,1/2 teaspoon ground cinnamon,ground cinnamon,0.5,0.0,teaspoon,
157391,"1 1/2 pounds swordfish steaks, about 1-inch thick",swordfish steaks,1.5,0.0,pound,about 1-inch thick
157392,Kosher salt and freshly ground black pepper,Kosher salt and freshly ground black pepper,0.0,0.0,,
157393,1/2 teaspoon fennel seeds,fennel seeds,0.5,0.0,teaspoon,
157394,1 1/2 tablespoons olive oil,olive oil,1.5,0.0,tablespoon,
157395,1 tablespoon butter,butter,1.0,0.0,tablespoon,
157396,"2 garlic cloves, minced",garlic,2.0,0.0,clove,minced
157397,Finely grated zest of 1/2 lemon,lemon,0.5,0.0,,
157398,"1/4 teaspoon crushed red chile flakes, more to taste",crushed red chile flakes,0.25,0.0,teaspoon,more to taste
157399,1 tablespoon fresh lemon juice,fresh lemon juice,1.0,0.0,tablespoon,
157400,2 teaspoons chopped fresh fennel fronds,fresh fennel fronds,2.0,0.0,teaspoon,chopped
157401,"Lemon wedges, for serving",Lemon wedges,0.0,0.0,,
157402,"4 turkey cutlets, approximately 1 ¼ pounds",turkey cutlets,4.0,0.0,,
157403,Kosher salt and freshly ground black pepper,Kosher salt and ground  black pepper,0.0,0.0,,
157404,Flour for dusting,Flour,0.0,0.0,,
157405,4 tablespoons unsalted butter,unsalted butter,4.0,0.0,tablespoon,
157406,1/4 cup Marsala wine,Marsala wine,0.25,0.0,cup,
157407,"1/4 cup chicken stock, homemade or low-sodium",chicken stock,0.25,0.0,cup,
157408,"4 turkey cutlets, approximately 1 1/4 pounds",turkey cutlets,4.0,0.0,,
157409,Kosher salt and freshly ground \nblack pepper,Kosher salt and ground  black pepper,0.0,0.0,,
157410,Flour for dusting,Flour,0.0,0.0,,
157411,4 tablespoons unsalted butter,unsalted butter,4.0,0.0,tablespoon,
157412,1/4 cup Marsala wine,Marsala wine,0.25,0.0,cup,
157413,"1/4 cup chicken stock, homemade or \nlow-sodium",chicken stock,0.25,0.0,cup,
157414,1/2 ounce dried mushrooms,dried mushrooms,0.5,0.0,ounce,
157415,6 tablespoons unsalted butter,unsalted butter,6.0,0.0,tablespoon,
157416,"5 green leaf lettuce leaves, shredded",green leaf lettuce leaves,5.0,0.0,,
157417,"1 leaf of a fennel bulb, finely diced",fennel bulb,1.0,0.0,leaf,
157418,"1 small onion, finely diced",onion,1.0,0.0,,
157419,1 cup arborio rice,arborio rice,1.0,0.0,cup,
157420,2 tablespoons grated Parmesan,Parmesan,2.0,0.0,tablespoon,
157421,Kosher salt,Kosher salt,0.0,0.0,,
157422,Nutmeg,Nutmeg,0.0,0.0,,
157423,3/4 pound fresh brussels sprouts,brussels sprouts,0.75,0.0,pound,
157424,2 tablespoons extra-virgin olive oil or \nbacon fat,extra-virgin olive oil,2.0,0.0,tablespoon,
157425,Kosher salt and freshly ground black \npepper to taste,Kosher salt and ground black  pepper to taste,0.0,0.0,,
157426,Red-pepper flakes to taste,Red-pepper flakes,0.0,0.0,,
157427,2 cups all-purpose flour,all-purpose flour,2.0,0.0,cup,
157428,3/4 cup cake flour,cake flour,0.75,0.0,cup,
157429,1/8 teaspoon salt,salt,0.12,0.0,teaspoon,
157430,1/3 cup sugar,sugar,0.33,0.0,cup,
157431,"1/4 ounce or 2 1/2 teaspoons active dry yeast, or 1 cake (6/10 ounces) fresh yeast",active dry yeast,0.25,0.0,ounce,"or 2 1/2 teaspoons active dry yeast, or 1 cake (6/10 ounces) fresh yeast"
157432,1/2 cup whole milk at room temperature,whole milk,0.5,0.0,cup,at room temperature
157433,1/2 cup eggs (whole eggs or just yolks),eggs,0.5,0.0,cup,(whole eggs or just yolks)
157434,1 teaspoon vanilla extract,vanilla extract,1.0,0.0,teaspoon,
157435,"4 ounces (1 stick) unsalted butter, preferably high fat, at room temperature, plus 2 tablespoons unsalted butter",unsalted butter,4.0,0.0,ounce,"(1 stick), preferably high fat, at room temperature, plus 2 tablespoons unsalted butter"
157436,Flour for dusting,flour,0.0,0.0,,for dusting
157437,6 ounces (3/4 cup) apricot preserves,apricot preserves,6.0,0.0,ounce,(3/4 cup)
157438,3/4 cup dry poundcake crumbs,dry poundcake crumbs,0.75,0.0,cup,
157439,"2 ounces unsalted high-fat butter, melted",unsalted high-fat butter,2.0,0.0,ounce,melted
157440,4 ounces good bittersweet chocolate,bittersweet chocolate,4.0,0.0,ounce,
157441,6 tablespoons all-purpose flour,all-purpose flour,6.0,0.0,tablespoon,
157442,3 tablespoons sugar,sugar,3.0,0.0,tablespoon,
157443,2 teaspoons cinnamon (optional),cinnamon,2.0,0.0,teaspoon,optional
157444,"3 tablespoons unsalted butter, diced and chilled",unsalted butter,3.0,0.0,tablespoon,diced and chilled
157445,"2 cups chopped onions, or more",onions,2.0,0.0,cup,"chopped, or more"
157446,1/2 cup rendered chicken fat or olive oil,rendered chicken fat,0.5,0.0,cup,or olive oil
157447,3/4 cup kasha (buckwheat groats),kasha,0.75,0.0,cup,(buckwheat groats)
157448,Salt and ground black pepper,Salt and ground black pepper,0.0,0.0,,
157449,1/2 pound farfalle (bow-tie) or other noodles.,farfalle,0.5,0.0,pound,(bow-tie) or other noodles.
157450,"About 36 large garlic cloves, peeled",garlic,36.0,0.0,clove,"large, peeled"
157451,"1 cup pitted green olives, like Manzanilla or Picholine",pitted green olives,1.0,0.0,cup,like Manzanilla or Picholine
157452,1 cup flour,flour,1.0,0.0,cup,
157453,"1 teaspoon salt, more for sprinkling",salt,1.0,0.0,teaspoon,more for sprinkling
157454,1/2 teaspoon pepper,pepper,0.5,0.0,teaspoon,
157455,3 eggs ,eggs,3.0,0.0,,
157456,1 cup fresh bread crumbs or panko ,fresh bread crumbs,1.0,0.0,cup,or panko 
157457,Oil for deep-frying,oil,0.0,0.0,,
157458,2 pounds fresh skinless boneless cod,skinless boneless cod,2.0,0.0,pound,fresh
157459,Sea salt,Sea salt,0.0,0.0,,
157460,1/2 cup olive oil,olive oil,0.5,0.0,cup,
157461,1 cup milk,milk,1.0,0.0,cup,
157462,5 thyme sprigs,thyme,5.0,0.0,sprig,
157463,"8 cloves garlic, crushed",garlic,8.0,0.0,clove,crushed
157464,"2 1/2 pounds russet potatoes, peeled and halved",russet potatoes,2.5,0.0,pound,peeled and halved
157465,"1 large egg, lightly beaten",egg,1.0,0.0,,"large, lightly beaten"
157466,Freshly ground black pepper,Freshly ground black pepper,0.0,0.0,,
157467,Vegetable oil for frying,Vegetable oil,0.0,0.0,,
157468,2 cups matzo meal or fine dry bread crumbs,matzo meal,2.0,0.0,cup,or fine dry bread crumbs
157469,4 pounds flanken ribs,flanken ribs,4.0,0.0,pound,
157470,"1/2 teaspoon salt, more to taste ",salt,0.5,0.0,teaspoon,more to taste 
157471,"1/2 teaspoon freshly ground black pepper, more to taste ",freshly ground black pepper,0.5,0.0,teaspoon,more to taste 
157472,2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2.0,0.0,tablespoon,
157473,"3 medium carrots, peeled and diced",carrots,3.0,0.0,,"medium, peeled and diced"
157474,"3 medium celery stalks, diced",celery,3.0,0.0,stalk,diced
157475,"2 leeks, white and light green parts, cleaned, quartered lengthwise and chopped",leeks,2.0,0.0,,"white and light green parts, cleaned, quartered lengthwise and chopped"
157476,"2 garlic cloves, finely chopped",garlic,2.0,0.0,clove,finely chopped
157477,"1 shallot, chopped",shallot,1.0,0.0,,chopped
157478,1/2 cup pomegranate juice,pomegranate juice,0.5,0.0,cup,
157479,1/3 cup dry red wine,dry red wine,0.33,0.0,cup,
157480,"2 cups chicken stock, or as needed",chicken stock,2.0,0.0,cup,or as needed
157481,3 thyme branches (see note),thyme,3.0,0.0,branch,(see note)
157482,1 rosemary branch,rosemary,1.0,0.0,branch,
157483,1 bay leaf,bay leaf,1.0,0.0,,
157484,3 whole cloves ,whole cloves,3.0,0.0,,
157485,1 1/2 tablespoons pomegranate molasses (optional),pomegranate molasses,1.5,0.0,tablespoon,(optional)
157486,1/3 cup pomegranate seeds,pomegranate seeds,0.33,0.0,cup,
157487,2 tablespoons chopped fresh cilantro,chopped fresh cilantro,2.0,0.0,tablespoon,
157488,3 tablespoons maple syrup,maple syrup,3.0,0.0,tablespoon,
157489,1 1/2 cups powdered sugar\n,powdered sugar,1.5,0.0,cup,
157490,\n3 tablespoons maple syrup\n\n,maple syrup,3.0,0.0,tablespoon,
157491,1 to 3 tablespoons water,water,1.0,0.0,tablespoon,
157492,"About 2 pounds baking potatoes, like Idaho or russet, peeled",baking potatoes,2.0,0.0,pound,"like Idaho or russet, peeled"
157493,"1 medium onion, peeled",onion,1.0,0.0,,"medium, peeled"
157494,Salt and freshly ground black pepper to taste,Salt and freshly ground black pepper,0.0,0.0,,to taste
157495,2 tablespoons plain bread crumbs or matzo meal,plain bread crumbs,2.0,0.0,tablespoon,or matzo meal
157496,"Neutral oil, like corn or grape seed.",neutral oil,0.0,0.0,,
157497,"1 leftover carcass from a 10- to 15-pound roasted turkey, preferably including neck, wing and leg bones",leftover turkey carcass,1.0,0.0,,"from a 10- to 15-pound roasted turkey, preferably including neck, wing and leg bones"
157498,"4 or 5 onions, quartered (no need to peel; just rub off any papery skins)",onions,4.0,0.0,,"or 5, quartered (no need to peel; just rub off any papery skins)"
157499,"2 large or 3 small carrots, peeled and cut into chunks",carrots,2.0,0.0,,"or 3 small carrots, peeled and cut into chunks"
157500,"4 large or 5 small celery ribs, cut into chunks",celery ribs,4.0,0.0,,"or 5 small celery ribs, cut into chunks"
157501,2 cups white wine,white wine,2.0,0.0,cup,
157502,"2 large or 3 small garlic cloves, smashed and peeled",garlic,2.0,0.0,clove,"or 3 small garlic cloves, smashed and peeled"
157503,4 sprigs fresh thyme,fresh thyme,4.0,0.0,sprig,
157504,2 bay leaves,bay leaves,2.0,0.0,,
157505,1 teaspoon black peppercorns,black peppercorns,1.0,0.0,teaspoon,
157506,1 whole arbol (or another small dried red) chile,arbol chile,1.0,0.0,,"whole, (or another small dried red) chile"
157507,Kosher salt,Kosher salt,0.0,0.0,,
157508,"3 cups, tightly packed, mixed grated carrots and parsnips (about 1 pound)",carrots,3.0,0.0,cup,
157509,3 cups grated potatoes (use a starchy potato like Idaho or Yukon gold),potatoes,3.0,0.0,cup,
157510,1 teaspoon baking powder,,0.0,0.0,,
157511,Salt and freshly ground pepper to taste,Salt and ground pepper to taste,0.0,0.0,,
157512,"2 serrano chiles or 1 jalapeño, minced (seeded if desired)",serrano chiles,2.0,0.0,,
157513,1/2 cup chopped cilantro,cilantro,0.5,0.0,cup,
157514,1 tablespoon nigella seeds,nigella seeds,1.0,0.0,tablespoon,
157515,1/4 cup chopped chives,chives,0.25,0.0,cup,
157516,1/4 cup all-purpose flour or cornstarch,all-purpose flour,0.25,0.0,cup,
157517,"2 eggs, beaten",eggs,2.0,0.0,,
157518,"About 1/4 cup canola, grape seed or rice bran oil",canola oil,0.25,0.0,cup,
157519,"1/2 medium onion, grated\n",onion,0.5,0.0,,
157520,3 cups grated butternut squash (1 small squash),butternut squash,3.0,0.0,cup,
157521,3 cups grated purple potatoes,potatoes,3.0,0.0,cup,
157522,3 tablespoons chopped or slivered fresh sage (more to taste),sage,3.0,0.0,tablespoon,
157523,Salt and freshly ground pepper,Salt and freshly ground pepper,0.0,0.0,,
157524,1 teaspoon baking powder,baking powder,1.0,0.0,teaspoon,
157525,3 tablespoons oat bran,oat bran,3.0,0.0,tablespoon,
157526,1/4 cup all-purpose flour or cornstarch,all-purpose flour,0.25,0.0,cup,
157527,"2 eggs, beaten",eggs,2.0,0.0,,
157528,"About 1/4 cup canola, grape seed or rice bran oil",canola oil,0.25,0.0,cup,
157529,"2 1/2 cups mashed potatoes (about 1 pound 2 ounces potatoes, peeled, cut in chunks and steamed until tender, then mashed with a potato masher or a fork)\n",mashed potatoes,2.5,0.0,cup,
157530,1 1/2 cups finely chopped steamed or blanched broccoli raab,broccoli raab,1.5,0.0,cup,
157531,1/4 cup chopped chives,chives,0.25,0.0,cup,
157532,1 teaspoon baking powder,baking powder,1.0,0.0,teaspoon,
157533,Salt and freshly ground pepper to taste,Salt and freshly ground pepper to taste,0.0,0.0,,
157534,"1/3 to 1/2 cup freshly grated Parmesan, to taste",Parmesan,0.33,0.0,cup,
157535,3 heaped tablespoons all-purpose flour,all-purpose flour,3.0,0.0,tablespoon,
157536,2 eggs,eggs,2.0,0.0,,
157537,"3 to 4 tablespoons sunflower oil, grapeseed oil or canola oil for frying",sunflower oil,3.0,0.0,tablespoon,
157538,2 cups finely chopped steamed cabbage (about 1 pound cabbage) ,cabbage,2.0,0.0,cup,
157539,"2 1/2 cups mashed potatoes (about 1 pound 2 ounces potatoes, peeled, cut in chunks and steamed until tender – about 20 minutes – then mashed with a potato masher or a fork)",potatoes,2.5,0.0,cup,
157540,1/2 cup chopped chives,chives,1.0,0.0,cup,
157541,1 tablespoon chopped fresh marjoram (optional),marjoram,1.0,0.0,tablespoon,
157542,1 teaspoon baking powder,baking powder,1.0,0.0,teaspoon,
157543,Salt and freshly ground pepper to taste,Salt and freshly ground pepper to taste,0.0,0.0,,
157544,1/4 cup all-purpose flour,all-purpose flour,0.25,0.0,cup,
157545,2 eggs,eggs,2.0,0.0,,
157546,"3 to 4 tablespoons sunflower oil, grapeseed oil or canola oil for frying",sunflower oil,3.0,0.0,tablespoon,
157547,"5 cups, tightly packed, grated potatoes (use a starchy potato like Idaho or Yukon gold)",potatoes,5.0,0.0,cup,
157548,"2 large leeks, halved lengthwise, cleaned and sliced very thin",leeks,2.0,0.0,,
157549,"1/2 pound kale, stemmed, washed, dried and finely chopped or cut in thin slivers (about 3 cups, tightly packed)",kale,0.5,0.0,pound,
157550,1 teaspoon baking powder,baking powder,1.0,0.0,teaspoon,
157551,Salt and freshly ground pepper to taste,Salt and freshly ground pepper to taste,0.0,0.0,,
157552,"2 teaspoons cumin seeds, lightly toasted and coarsely ground",cumin seeds,2.0,0.0,teaspoon,
157553,1/4 cup chopped chives,chives,0.25,0.0,cup,
157554,1/4 cup all-purpose flour or cornstarch,all-purpose flour,0.25,0.0,cup,
157555,"2 eggs, beaten",eggs,2.0,0.0,,
157556,"About 1/4 cup canola, grape seed or rice bran oil",canola oil,0.25,0.0,cup,
